,sicbro_id,RA_DEG,DEC_DEG,MEAN_XCOL,MEAN_YCOL,F062,F087,F106,F129,F158,F184,F213,F146,transitHost,dimEB,blendedEB,lowmassEB,lowRedNoise,hiRedNoise,variable,F087_flux,F087_flux_err,F146_flux,F146_flux_err,F213_flux,F213_flux_err
1038,364998,268.4964848970072,-29.204776107065918,2025.7930262817104,2033.3605203523864,25.6008,24.3645,23.8764,23.3883,23.1522,23.2107,23.2691,23.27,0,0,0,0,0,0,0,18.605728021472984,4.313435756038681,50.98549829668948,7.1404130340400815,51.02777925966233,7.143373100970041
1039,365175,268.491982892175,-29.20657102078192,1942.758049259596,1912.9391926932085,26.1281,24.8663,24.3764,23.8865,23.6542,23.7138,23.7735,23.771,0,0,0,0,0,0,0,11.71997453761107,3.4234448349011073,32.14005888763391,5.669220306852955,32.066138803453036,5.66269713153132
1040,365960,268.4915055555052,-29.207283278400336,1942.512087343956,1884.7964852109835,25.474,24.3337,23.8777,23.4217,23.1984,23.2618,23.3252,23.3131,0,0,0,0,0,0,0,19.141090126284478,4.375053156966722,49.0011946371321,7.000085330703627,48.45813194781191,6.961187538618099
1041,366309,268.4957607046226,-29.204217644832248,1998.546212281048,2038.9453168166772,25.5137,24.1286,23.6232,23.1177,22.785,22.8563,22.9275,22.9466,0,0,0,0,0,0,0,23.12100289855144,4.808430398638566,68.67626506109804,8.287114398938755,69.89508995376089,8.360328340069
1042,366353,268.49086069985566,-29.201611850382804,1833.416149004648,2042.1791000370815,25.8841,24.566,24.0269,23.4878,23.219,23.2707,23.3225,23.3472,0,0,0,0,0,0,0,15.45420497466582,3.9311836607650146,47.486118085462216,6.891017202522587,48.578787197920086,6.969848434357815
1043,366495,268.4921333845389,-29.21067057837312,2013.7315850122177,1794.439325793228,21.8938,21.1472,20.9172,20.6873,20.5494,20.6704,20.7914,20.653,0,0,0,0,0,0,0,360.2190430481939,18.97943737438478,567.8670477800028,23.82996113677072,499.9040648757789,22.358534497497345
1044,366815,268.48661993619095,-29.20760435723553,1825.7363489494169,1802.029562456611,24.2819,23.0885,22.6704,22.2524,21.893,21.9865,22.0801,22.0742,0,0,0,0,0,0,0,60.26243390327707,7.762888244930302,153.37927060475158,12.384638493099086,152.54805269109175,12.351034478580802
1045,367150,268.49332003466554,-29.206563784686804,1976.0414085935429,1933.2154403152824,25.9823,24.7553,24.2779,23.8004,23.5806,23.6424,23.7041,23.6932,0,0,0,0,0,0,0,12.981553519120016,3.6029923007300497,34.527621973936846,5.876020930352175,34.18272397875167,5.846599351653204
1046,367388,268.4876173264811,-29.206715970356814,1836.0838480318096,1843.1639463508204,23.5767,22.6707,22.3441,22.0176,21.7674,21.8709,21.9743,21.9089,0,0,0,0,0,0,0,88.5455353710795,9.409863727550974,178.60214406185548,13.364211314621432,168.16153699524153,12.967711324487507
1047,367842,268.4911703305725,-29.2036649846576,1874.813700908,1986.347735840375,26.2564,24.9601,24.4598,23.9595,23.727,23.7828,23.8386,23.8423,0,0,0,0,0,0,0,10.749955541584761,3.2787124822992273,30.097239773656618,5.486095129840224,30.19998089049979,5.4954509269485605
1048,367970,268.4912121899192,-29.20857341056403,1956.3365049259176,1842.392250193683,23.5739,22.5466,22.163,21.7793,21.4937,21.5812,21.6688,21.643,0,0,0,0,0,0,0,99.26740482559991,9.963302907449915,228.16376158192062,15.105090585028632,222.8058903470649,14.92668383623988
1049,368202,268.4918858356373,-29.20666879844685,1941.936690798933,1908.6027283828987,25.3908,24.1072,23.5632,23.0193,22.7785,22.8363,22.894,22.8979,0,0,0,0,0,0,0,23.58124161672452,4.85605206075105,71.82682477624539,8.475070782963726,72.08529301809894,8.490305825946374
1050,368367,268.4937876917514,-29.209306823711486,2032.695941351452,1859.431739710116,24.8727,23.7351,23.3397,22.9444,22.588,22.6736,22.7592,22.7648,0,0,0,0,0,0,0,33.220538509883596,5.7637260960149375,81.19451054514309,9.010799661802668,81.61437668910503,9.034067560578958
1051,368562,268.49578894041656,-29.207138798098093,2047.1426938740024,1953.3209094949823,25.3839,24.1853,23.7262,23.2671,23.0301,23.0931,23.1561,23.1501,0,0,0,0,0,0,0,21.94454942503808,4.684500979297376,56.93858473838007,7.545766014022703,56.624798313428144,7.524945070459196
1052,368888,268.49243020300327,-29.204202984770003,1915.1069782852144,1989.404672214716,24.3648,23.2596,22.828,22.3965,22.057,22.1478,22.2386,22.2291,0,0,0,0,0,0,0,51.47622235218025,7.174693188714083,132.9862280661293,11.53196549015515,131.82769792053602,11.481624358971862
1053,369252,268.4927900333866,-29.206483721827567,1961.4892226290533,1927.621471281643,26.1323,24.7055,24.1382,23.571,23.2999,23.3435,23.3871,23.4258,0,0,0,0,0,0,0,13.590851529952891,3.686577210632227,44.16992564262637,6.646045865221392,45.772714458662925,6.765553521971644
1054,369285,268.487893180568,-29.205643499217157,1825.389748741876,1878.893679273136,23.7616,22.7914,22.4406,22.0897,21.7989,21.9008,22.0028,21.956,0,0,0,0,0,0,0,79.22945493052607,8.901092906521427,171.01990787431157,13.077458005067788,163.8048167218802,12.798625579408133
1055,369412,268.48896025941553,-29.20676191762141,1870.383086488606,1861.9617586781355,20.9152,20.2793,20.1302,19.9811,19.9705,20.11,20.2496,20.0305,0,0,0,0,0,0,0,801.1736701335834,28.305011396104106,1007.5037427154334,31.741199453004818,823.3920474618366,28.694808719729018
1056,369417,268.4931583238486,-29.207378994605666,1985.3673967796824,1906.7758555354808,19.4632,18.8167,18.6645,18.5124,18.4959,18.6327,18.7695,18.5572,0,0,0,0,0,0,0,3081.5319017517554,55.51154746313379,3913.5119848237623,62.55806890261049,3218.4492706650763,56.731378184079716
1057,369996,268.4883554348793,-29.206146591329023,1845.1856737838411,1871.011101979199,24.5392,23.3852,23.0162,22.6473,22.2031,22.3025,22.4018,22.4205,0,0,0,0,0,0,0,45.85288521938649,6.771475852381554,111.4927604135413,10.559013231052479,113.42966988405124,10.650336608955195
1058,370384,268.4911516491309,-29.206391914537544,1919.0570219920544,1905.7424336340327,24.4615,23.4117,23.0547,22.6977,22.2988,22.4068,22.5148,22.5016,0,0,0,0,0,0,0,44.74728274500979,6.689340979873114,103.46814622036393,10.17192932635515,102.21783262347014,10.110283508560487
1059,371095,268.49071534595225,-29.2093864045711,1957.2553335387036,1810.9896865557253,20.6043,19.9638,19.814,19.6642,19.6737,19.8115,19.9493,19.725,0,0,0,0,0,0,0,1071.3383914524454,32.731305984522606,1334.8936530597027,36.53619647773565,1085.7420752194528,32.95060052896537
1060,371507,268.4926999436783,-29.207835230103136,1981.397212922274,1886.4591275224943,22.6784,21.855,21.5432,21.2313,21.0179,21.127,21.236,21.1469,0,0,0,0,0,0,0,187.69239158613317,13.700087283887397,360.31858900019097,18.98205966169612,331.9301239804688,18.218949584991687
1061,371668,268.4892920170634,-29.20779666562744,1895.6361899084327,1836.460395004969,25.9802,24.762,24.2851,23.8082,23.5814,23.6437,23.706,23.697,0,0,0,0,0,0,0,12.901691949814964,3.5918925303821334,34.40698896335109,5.865747093367655,34.122957729106346,5.841485917907048
1062,371928,268.49145016887104,-29.20399316800498,1887.1850318550416,1980.879711020759,24.8128,23.5275,23.0484,22.5693,22.2145,22.292,22.3694,22.3874,0,0,0,0,0,0,0,40.22042618316707,6.3419575986573005,114.94409576646343,10.721198429581621,116.86559328017941,10.810439088222985
1063,371956,268.4929564962757,-29.207675341338632,1985.1844356373088,1895.018258991193,26.6979,25.2755,24.6824,24.0893,23.8261,23.868,23.9099,23.9481,0,0,0,0,0,0,0,8.039826340895173,2.8354587531641458,27.302767332449672,5.225205003868238,28.28047295118488,5.31793878783734
1064,372100,268.49425988265887,-29.203831225975517,1954.7188583921184,2027.809156388588,22.4524,21.7727,21.5059,21.2391,21.0768,21.1978,21.3187,21.1901,1,0,0,0,0,1,1,202.47279038764606,14.229293390314435,346.26346302683066,18.608155820145925,307.58607351564007,17.53813198478219
1065,372355,268.4922505152408,-29.20983930972094,2003.028375413567,1820.6828893720349,25.8917,24.6107,24.0826,23.5546,23.3134,23.3704,23.4273,23.4327,0,0,0,0,0,0,0,14.830871367373629,3.8510870371070074,43.890109883759784,6.624961123188557,44.10894476901495,6.6414565246649735
1066,372391,268.49165927520096,-29.20970702959049,1986.090831464808,1815.7083270141036,22.7136,21.9564,21.6476,21.3387,21.1309,21.2493,21.3678,21.2614,0,0,0,0,0,0,0,170.9569134165559,13.07504927013875,324.25498994916285,18.007081661089973,293.98601280789796,17.146020319826345
1067,372581,268.48983011211624,-29.207354685203804,1901.830778660264,1857.5534588524736,24.3482,23.2343,22.8393,22.4443,22.0855,22.1769,22.2683,22.2656,0,0,0,0,0,0,0,52.689814324615675,7.2587749878761,128.5898436147522,11.339746188286234,128.27046471219705,11.325655155980913
1068,372690,268.49334750790285,-29.20721011553189,1987.324412023209,1914.5890014926936,24.1681,23.224,22.8287,22.4334,22.1341,22.2403,22.3465,22.2963,0,0,0,0,0,0,0,53.19204264815086,7.293287506203965,125.00479382733359,11.18055427191933,119.35666298726788,10.925047505034835
1069,372781,268.4956211103834,-29.20531800438429,2013.098991082508,2004.4376914742247,24.8487,23.5851,23.1706,22.756,22.3093,22.3885,22.4677,22.5197,0,0,0,0,0,0,0,38.14228159819945,6.1759437819817835,101.75755612901432,10.087495037372475,106.74970121797075,10.331974700799975
1070,373113,268.4894147834048,-29.20680214612522,1882.396533812001,1867.597006785457,27.0717,25.314,24.6087,23.9033,23.6027,23.6448,23.6869,23.7398,0,0,0,0,0,0,0,7.7597310348297,2.7856293785838955,33.07704226204943,5.751264405506795,34.728551382962,5.893093532514311
1071,373245,268.48860614957755,-29.206715506051463,1860.7765804914743,1858.01533470966,26.0446,24.7225,24.185,23.6476,23.4168,23.4726,23.5285,23.5314,0,0,0,0,0,0,0,13.379709007386834,3.6578284551611815,40.076212260924244,6.330577561401823,40.18339885599357,6.339037691636923
1072,373439,268.4882649495765,-29.20362759723885,1801.6228647321925,1943.8522418665452,25.6199,24.3808,23.9061,23.4314,23.2095,23.2673,23.325,23.3214,0,0,0,0,0,0,0,18.32848920826699,4.281178483579842,48.628029126273326,6.97338003598494,48.46705908778722,6.961828717211248
1073,374057,268.49066010465884,-29.205685708086666,1895.1994082415915,1919.1689791444344,25.5867,24.4021,23.9399,23.4777,23.2563,23.3169,23.3775,23.3691,0,0,0,0,0,0,0,17.97242451168603,4.239389639050182,46.53788779307282,6.82186835061135,46.17922798035125,6.795529999959625
1074,375152,268.4954720085794,-29.205059663200853,2005.1388907589856,2009.8104797232063,25.6001,24.3933,23.8803,23.3673,23.1366,23.2024,23.2682,23.2552,0,0,0,0,0,0,0,18.118684727218653,4.2566048356899016,51.68525557760022,7.18924582815195,51.070095285150956,7.146334394999366
1075,375658,268.4910074665068,-29.20387726836934,1874.225804069702,1977.650856834541,25.6333,24.2738,23.761,23.2481,22.9851,23.0278,23.0704,23.1074,0,0,0,0,0,0,0,20.226776150169503,4.497418831971235,59.222490664430595,7.695615028341178,61.275472406136394,7.827865124421626
1076,375908,268.48822632839057,-29.207694420695525,1867.3395216332324,1823.481304941784,19.7974,19.099,18.9312,18.7634,18.7386,18.869,18.9995,18.8007,0,0,0,0,0,0,0,2376.001268392326,48.744243438505904,3127.2792853283736,55.922082269246495,2604.034106608768,51.0297374734455
1077,375998,268.4931737041892,-29.208790397557635,2008.891873247862,1865.4316492061616,21.2789,20.634,20.4799,20.3258,20.3053,20.4449,20.5845,20.3694,1,0,0,0,1,0,1,577.8919810548282,24.039383957473373,737.3720439716428,27.15459526436811,604.8485838389105,24.593669588715517
1078,375999,268.496171039798,-29.2055914364925,2031.319471169452,2004.634324165426,20.8631,20.2373,20.091,19.9448,19.9328,20.0729,20.2131,19.9937,0,0,0,0,0,0,0,832.7730614166626,28.85780763357921,1042.2374352057773,32.28370231565422,851.543166501174,29.18121256050156
1079,376248,268.49070875601467,-29.207519187393853,1926.4761445773383,1865.8917912514528,25.2559,24.0667,23.5916,23.1166,22.8968,22.9618,23.0268,23.0107,0,0,0,0,0,0,0,24.477477957650308,4.947471875377394,64.73910157775957,8.046061246209822,63.7861908785012,7.986625750496964
1080,376633,268.4912367672134,-29.202526504496177,1857.807144736247,2020.8799450889487,25.2233,23.9807,23.4529,22.925,22.6767,22.7411,22.8055,22.8018,0,0,0,0,0,0,0,26.4951674220421,5.147345667627355,78.4741586468977,8.85856414137741,78.2071875275471,8.843482771371646
1081,376851,268.4900941538651,-29.20364655210144,1847.6279478711197,1970.742303329514,24.7888,23.6575,23.2056,22.7537,22.4011,22.4866,22.5721,22.5763,0,0,0,0,0,0,0,35.68179289512572,5.973423883764295,96.58877723427163,9.82795895566682,96.96313936405883,9.846986308716938
1082,376974,268.49163868618405,-29.203735644466725,1887.6720571768235,1991.2941112754825,20.1979,19.6285,19.5024,19.3763,19.4055,19.5498,19.694,19.4515,0,0,0,0,0,0,0,1458.9710290685287,38.196479275825,1717.3019701144308,41.44034230209049,1373.556941888578,37.0615291358651
1083,377566,268.49123484472875,-29.205794709774025,1911.343654701204,1924.582154312004,21.1123,20.4678,20.3156,20.1634,20.1407,20.2782,20.4157,20.2048,0,0,0,0,0,0,0,673.4830471077847,25.95155192098894,858.0778039614042,29.29296509337019,706.5886680742009,26.581735610644404
1084,378341,268.4896902924542,-29.203232723719687,1830.7541198065448,1976.8718871013648,23.0128,22.1676,21.8283,21.489,21.2437,21.3519,21.46,21.3851,0,0,0,0,0,0,0,140.73647468090076,11.86324047977199,289.338794808424,17.0099616345371,270.05154616356776,16.433245150108597
1085,378727,268.49008707242973,-29.2057594133529,1882.093494298309,1908.399516829064,22.6051,21.8192,21.5131,21.207,21.0042,21.1187,21.2331,21.1311,0,0,0,0,0,0,0,193.98433848244338,13.927826050121512,365.6004049929926,19.120680034794592,332.81789400121784,18.243297234908436
1086,379510,268.4939767510184,-29.20536713122444,1972.827175518424,1978.3183273290613,23.2599,22.3587,22.0101,21.6616,21.3973,21.5002,21.6031,21.5442,0,0,0,0,0,0,0,118.02300502047194,10.863839331491972,249.9002370854965,15.808233205690524,236.70458379930702,15.38520665442317
1087,379672,268.4928120177692,-29.202719534659355,1900.3233380608224,2038.8308974676984,26.4323,24.996,24.4057,23.8154,23.5526,23.5948,23.6371,23.6746,0,0,0,0,0,0,0,10.400319189383076,3.2249525871527283,35.124218339132796,5.926568850450722,36.35855947448831,6.029805923451294
1088,380807,268.49520305326405,-29.20640517988725,2020.4795549110968,1966.1404419056903,22.3162,21.4748,21.2127,20.9507,20.7754,20.886,20.9965,20.8898,0,0,0,0,0,0,0,266.39536736485036,16.321622693986352,456.5902865813754,21.367973384983785,413.8535340472944,20.3433904265561
1089,381563,268.4904959444322,-29.205843352855045,1893.6833959773933,1912.0621484867936,24.0748,23.0535,22.6723,22.2912,21.9964,22.0883,22.1802,22.1511,0,0,0,0,0,0,0,62.23671595255173,7.889025031811708,142.89158978952622,11.953727025054832,139.11266423696867,11.79460318268354
1090,382003,268.4887779979262,-29.20540969621049,1843.658829237001,1899.05770276842,20.7775,20.1327,19.9836,19.8345,19.8339,19.9716,20.1094,19.8892,0,0,0,0,0,0,0,916.9943676289802,30.281914860671876,1147.5369227712245,33.87531435678825,936.8858249750618,30.608590705471265
1091,382352,268.49359874446594,-29.207605229390957,2000.078262554847,1906.7199085290808,26.2188,24.9077,24.3726,23.8375,23.5976,23.6518,23.706,23.7152,0,0,0,0,0,0,0,11.281495335047838,3.3587937321377503,33.835037967009484,5.816789317743035,34.122957729106346,5.841485917907048
1092,382503,268.4897439416334,-29.20910822317772,1928.4294013537544,1804.6082881856264,16.5656,15.8059,15.487,15.1681,14.9466,15.0672,15.1879,15.0834,0,0,0,0,0,0,0,49327.2231930687,222.09732819885227,95959.21093708735,309.77283763604476,87153.8683477977,295.2183401277734
1093,382588,268.4898868027668,-29.20201242673045,1815.6550294054168,2015.7657232700728,22.3567,21.6259,21.3697,21.1136,20.9658,21.0808,21.1958,21.0709,1,0,0,0,0,0,1,231.7857157227746,15.224510360690573,386.44408844794896,19.658181209052607,344.4503799569345,18.55937444950488
1094,382941,268.4916807076063,-29.204949879852784,1908.6298968090252,1956.1577938054904,26.5147,25.1585,24.5888,24.019,23.7469,23.7958,23.8448,23.8753,0,0,0,0,0,0,0,8.954609842784429,2.992425411398658,29.196222733080543,5.403352915836661,30.02801804305995,5.4797826638526415
1095,382952,268.492701307905,-29.20901000946445,2000.6922036523251,1851.874803230481,25.4474,24.1575,23.6571,23.1568,22.9138,22.9684,23.023,23.0328,0,0,0,0,0,0,0,22.51368929140074,4.744859248850354,63.43466755053242,7.964588347838978,64.00982917035157,8.000614299561725
1096,383058,268.49121707321126,-29.20518498550844,1900.902857456404,1942.275658110048,25.1644,23.8886,23.4007,22.9128,22.6559,22.7129,22.7699,22.7815,0,0,0,0,0,0,0,28.840757848416313,5.370359191750242,79.95519156648572,8.94176669157084,80.81401206747692,8.989661398933606
1097,384141,268.49318011874743,-29.20625022712697,1967.405431660494,1940.3524022451609,25.7097,24.4036,23.8759,23.3481,23.0876,23.1404,23.1932,23.2129,0,0,0,0,0,0,0,17.94761183356414,4.23646218365798,53.73863961614565,7.330664336616815,54.722593018363256,7.397472069454758
1098,385930,268.4940998132877,-29.207576006951246,2012.1158733600012,1915.0987614376795,26.6602,25.2707,24.6964,24.1222,23.8609,23.9065,23.9521,23.9836,0,0,0,0,0,0,0,8.075448803499647,2.8417334152766065,26.424493291365945,5.140475979067109,27.202365281332998,5.215588680229011
1099,386059,268.4948660265876,-29.207630935112665,2032.1565048031248,1924.9769519401211,24.8001,23.6043,23.1959,22.7875,22.4465,22.5356,22.6248,22.6186,0,0,0,0,0,0,0,37.473707979551506,6.121577246065878,92.89806502249657,9.638364229603308,92.36909065523312,9.610883968461648
1100,386772,268.4915498141642,-29.201945902197327,1856.1080181780828,2042.6796900322167,22.6263,21.873,21.5752,21.2775,21.0868,21.2005,21.3141,21.2085,0,0,0,0,0,0,0,184.60636383704608,13.586992450025358,340.44477104143647,18.451145521117013,308.89200533793655,17.57532376196628
1101,386869,268.49459407572544,-29.20462474880617,1976.0770588322991,2009.4489789006789,21.9714,21.321,21.1019,20.8828,20.7604,20.8876,21.0147,20.8602,0,0,0,0,0,1,1,306.93517951982716,17.519565620180973,469.2093612085204,21.66124098957676,406.9740032231941,20.173596685350734
1102,387138,268.4947543487802,-29.207542690219103,2027.9200163438609,1925.900762543741,25.5309,24.1534,23.631,23.1087,22.8213,22.8647,22.9081,22.9536,0,0,0,0,0,0,0,22.59886710006134,4.753826574462024,68.23491708398508,8.260442910884686,71.15520400825754,8.43535440916726
1103,388107,268.49563447414687,-29.205630155116168,2018.5504248663667,1995.4432217020665,24.6936,23.5321,23.0825,22.6329,22.3517,22.4178,22.484,22.4906,0,0,0,0,0,0,0,40.050382499448354,6.328537153201232,104.52174895883977,10.223587871136031,105.15905341092946,10.254708840865716
1104,388109,268.49015369431135,-29.202154502482315,1824.6516964113391,2015.5856274527664,24.1048,23.0991,22.7694,22.4398,22.0544,22.1665,22.2787,22.2534,0,0,0,0,0,0,0,59.676956769271605,7.725086198177442,130.04290667950056,11.403635678129172,127.04765931259715,11.271542011304271
1105,388574,268.48912713276184,-29.208267426720496,1899.2361786565248,1820.119613279136,25.9351,24.6098,24.1039,23.5979,23.36,23.4109,23.4619,23.4755,0,0,0,0,0,0,0,14.843170227718044,3.852683509934088,42.193608428144195,6.495660738380985,42.72545222201135,6.536470930250616
1106,388614,268.49204456160265,-29.20746311748278,1958.9249320206309,1887.5866272786216,22.3501,21.5466,21.2965,21.0464,20.8813,20.9965,21.1116,20.9934,0,0,0,0,0,0,0,249.348447272593,15.790770952445387,415.03685945496085,20.372453447117284,372.225968125731,19.29315858343913
1107,388814,268.4900893742038,-29.20895964595208,1934.621953141952,1814.1678888767408,21.1321,20.4798,20.3158,20.1517,20.1138,20.2483,20.3827,20.1828,0,0,0,0,0,0,0,666.0804211681187,25.808533882576878,875.6421691707029,29.591251564790277,728.3945172908365,26.988785028060015
1108,389574,268.4914528435294,-29.204316368698343,1892.550933065072,1971.3995664286508,26.1901,24.8071,24.2768,23.7465,23.4757,23.5179,23.5601,23.6009,0,0,0,0,0,0,0,12.376751410846767,3.5180607457584876,37.591241418276326,6.131169661514541,39.03072946903674,6.247457840516953
1109,390737,268.48792645278326,-29.20608665957284,1833.4871656985813,1866.3393425552515,25.9481,24.5981,24.0728,23.5475,23.304,23.3553,23.4066,23.4219,0,0,0,0,0,0,0,15.003986618605813,3.873497982264327,44.3288707590116,6.657992997819358,44.957967408827244,6.705070276203467
1110,391271,268.4917165686099,-29.209139403794488,1978.2154212223136,1833.2881090705291,24.0542,23.1021,22.6785,22.255,21.9684,22.0677,22.1669,22.1228,0,0,0,0,0,0,0,59.51229084315808,7.714420966161885,146.6650613200803,12.110535137642774,140.82724009548915,11.867065353131293
1111,391657,268.49341262368483,-29.209799973736448,2031.4121766199496,1839.2777911937003,24.7756,23.679,23.2661,22.8532,22.5786,22.6551,22.7317,22.719,0,0,0,0,0,0,0,34.98216373250025,5.914572151263373,84.69283451406378,9.202870993014287,83.70794266098858,9.14920448241204
1112,391883,268.49233655797246,-29.21009501741326,2009.3700999771715,1814.4416605325123,19.3189,18.7493,18.6201,18.4909,18.5009,18.6471,18.7933,18.5554,0,0,0,0,0,0,0,3278.8886479718385,57.261580907025596,3920.005425886122,62.60994670087271,3148.6665334809263,56.11298008020004
1113,392028,268.4887490540972,-29.206919371439632,1867.688919828352,1854.154634191065,26.323,24.902,24.34,23.778,23.5211,23.5653,23.6095,23.6415,0,0,0,0,0,0,0,11.340877729103102,3.3676219694471503,36.211512761191806,6.017600249367833,37.29466136780671,6.106935513644033
1114,392399,268.4882961994033,-29.204734071518924,1820.5457168413209,1911.729111896782,25.3398,23.9992,23.4654,22.9316,22.5848,22.6688,22.7528,22.7571,0,0,0,0,0,0,0,26.047537272373226,5.103678797923438,81.77238564765204,9.042808504422288,82.09688294766153,9.060733024852984
1115,393020,268.4911230053704,-29.202520087618403,1854.8600576514689,2019.36192281224,26.2847,24.9072,24.3834,23.8595,23.5919,23.6359,23.6799,23.7166,0,0,0,0,0,0,0,11.28669185209529,3.3595672120223,33.79143757299894,5.813040303748026,34.95317796061386,5.912121274180178
1116,393220,268.49317064020005,-29.209709776232508,2023.888760101274,1838.3040109344515,26.2295,24.9526,24.4227,23.8929,23.6605,23.7191,23.7777,23.7769,0,0,0,0,0,0,0,10.824470673570646,3.2900563328871204,31.96588024805538,5.653837656676691,31.94233559230245,5.651755089554257
1117,393427,268.48840503539776,-29.20298941978973,1794.658441742969,1964.7523703894549,25.3416,24.1397,23.6785,23.2172,23.0018,23.0627,23.1236,23.1123,0,0,0,0,0,0,0,22.885830029055235,4.783913672826385,58.95581781785989,7.678269194151758,58.34540625496212,7.638416475616011
1118,393467,268.492459939996,-29.202619102712937,1889.8814354449216,2036.5063233065669,20.6979,20.0229,19.865,19.707,19.6969,19.8313,19.9657,19.7547,0,0,0,0,0,0,0,1014.5808670748651,31.852486042299194,1298.8729373287247,36.03987981845562,1069.4652265812676,32.702679195767246
1119,394579,268.4928898197454,-29.203437965916564,1914.0458155590727,2018.835875460708,25.8075,24.3108,23.7077,23.1046,22.7238,22.797,22.8702,22.9054,0,0,0,0,0,0,0,19.549095497548223,4.421435909017366,71.33237239240762,8.4458494180519,73.68289282869661,8.583873998882824
1120,394653,268.48806668781407,-29.205508426113205,1827.509199139238,1885.4759401995225,22.5027,21.7811,21.4938,21.2065,21.02,21.1415,21.2629,21.1432,0,0,0,0,0,0,0,200.9123660425509,14.174355930431227,361.5485866521884,19.014431010476976,323.8073244330389,17.994647104987607
1121,394906,268.49340582593226,-29.206239255434937,1972.863779701504,1944.062183122631,26.117,24.8618,24.373,23.8842,23.6744,23.7364,23.7984,23.7831,0,0,0,0,0,0,0,11.768650570156005,3.4305466867769057,31.783862126643083,5.637717811902533,31.339110676911226,5.598134571168438
1122,396004,268.4966226136445,-29.20463170738531,2026.8659877137773,2039.6803850818533,26.1655,24.76,24.1903,23.6206,23.3342,23.3765,23.4187,23.4657,0,0,0,0,0,0,0,12.925479647213958,3.595202309636268,42.576177535962316,6.525042339783115,44.459714358708624,6.667811811884662
1123,396259,268.4873375184707,-29.208306314154125,1855.1707134228552,1792.120691035357,22.1069,21.418,21.1323,20.8466,20.6629,20.7904,20.9179,20.7874,0,0,0,0,1,0,1,280.7027505053193,16.754186059170983,501.74917624590984,22.399758397043257,444.92485558749047,21.093241941140544
1124,396390,268.48947257703594,-29.20880204095827,1916.630743110789,1809.5554168179265,26.5519,25.1098,24.5359,23.9619,23.7083,23.7506,23.7929,23.8267,0,0,0,0,0,0,0,9.365407270548443,3.060295291397293,30.532802474618066,5.525649507036984,31.49826758808853,5.612331742519194
1125,396700,268.4959081829362,-29.205741273252556,2027.2096080011197,1996.2767297709495,24.8641,23.7034,23.2417,22.78,22.538,22.6022,22.6665,22.6605,0,0,0,0,0,0,0,34.20476950121288,5.848484376418636,89.3813002500744,9.454168406056368,88.88872322533989,9.428081630180124
1126,397484,268.49611184319764,-29.20600610491817,2036.638980276756,1991.5312901570744,25.7069,24.3756,23.8556,23.3356,23.0925,23.145,23.1976,23.2108,0,0,0,0,0,0,0,18.41648179945256,4.291442857530852,53.8426799436463,7.3377571466795155,54.50127573949639,7.382497933592423
1127,397720,268.48597345362583,-29.20725649374385,1803.883883041167,1802.5751132401224,20.9922,20.3063,20.1332,19.9601,19.9272,20.0583,20.1894,19.9928,0,0,0,0,0,0,0,781.4958356690346,27.9552470149887,1043.1017359163557,32.29708556381451,870.3354396524247,29.501448094160136
1128,398262,268.49375034983626,-29.206555765310643,1986.6593076720808,1939.9082268381223,24.244,23.2449,22.8743,22.5036,22.1493,22.258,22.3666,22.3345,0,0,0,0,0,0,0,52.17790865662408,7.223427763646846,120.68315855960724,10.985588676061344,117.16736636325005,10.824387574512013
1129,398441,268.49314941641273,-29.20958743554913,2021.3527978645984,1841.5892980071733,25.0566,23.8341,23.398,22.9619,22.6403,22.7108,22.7813,22.7971,0,0,0,0,0,0,0,30.32540908558374,5.506851104359345,78.81459861817933,8.877758648340206,79.96992121367137,8.942590296646234
1130,398961,268.4911408639543,-29.204720340408635,1891.3809330166307,1954.8188163381628,20.6858,20.0422,19.8856,19.729,19.7139,19.8499,19.986,19.7743,0,0,0,0,0,0,0,996.7050716803301,31.570636225460046,1275.6357094703067,35.71604274650688,1049.655215800357,32.3983829195279
1131,399337,268.48944259286844,-29.20892415009033,1917.8838811514076,1805.508670632972,22.9779,22.1098,21.7584,21.4071,21.1579,21.263,21.368,21.2996,0,0,0,0,0,0,0,148.43170227718045,12.183254995163667,313.0449254596663,17.693075635956184,293.9318635705289,17.14444118571757
1132,400092,268.4918478081312,-29.20566518306533,1924.5319318559943,1937.594933510583,25.6887,24.4378,23.9582,23.4785,23.2234,23.275,23.3267,23.3461,0,0,0,0,0,0,0,17.391084616137185,4.170261936154273,47.53425242885393,6.894508860597246,48.39123078878203,6.956380581076774
1133,400674,268.4914528321679,-29.208780623692945,1965.745017305808,1839.8992361375103,25.4738,24.2299,23.7024,23.1749,22.9122,22.9739,23.0357,23.042,0,0,0,0,0,0,0,21.06137244393084,4.589267092241509,62.89942396072296,7.930915707578978,63.26545971302579,7.953958744739992
1134,401313,268.4935415734713,-29.204220094945896,1943.150371712505,2005.57648344425,27.3007,25.5422,24.7812,24.0202,23.6754,23.7263,23.7773,23.8337,0,0,0,0,0,0,0,6.288783852573615,2.5077447742092125,30.3365834374329,5.507865597255701,31.954105751636014,5.652796277209715
